ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071706	tumor necrosis factor superfamily cytokine production	10/291	189/18903	0.000717629740614144	0.0220330521175256	0.0184453704832971	AZU1/UBE2J1/MMP8/HSPB1/CCR2/CD274/STAT3/LRRK2/ORM1/MAPKAPK2	10
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	10/291	189/18903	0.000717629740614144	0.0220330521175256	0.0184453704832971	AZU1/UBE2J1/MMP8/HSPB1/CCR2/CD274/STAT3/LRRK2/ORM1/MAPKAPK2	10
GO:0036037	CD8-positive, alpha-beta T cell activation	4/291	27/18903	0.00073017269119788	0.0220330521175256	0.0184453704832971	ZBTB7B/SOCS1/CD274/IRF1	4
GO:0042832	defense response to protozoan	4/291	27/18903	0.00073017269119788	0.0220330521175256	0.0184453704832971	BATF2/GBP2/GBP4/GBP6	4
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	15/291	375/18903	0.000749100112971483	0.0220330521175256	0.0184453704832971	FCGR1A/SERPING1/C1QC/C1QB/ZBTB7B/FCER1G/CCR2/CD274/TNFSF13B/STAT3/IL18/IL27/C1QA/IGHV3-30/CEACAM1	15
GO:0001774	microglial cell activation	5/291	47/18903	0.000754983808308708	0.0220330521175256	0.0184453704832971	AZU1/MMP8/CST7/LRRK2/C1QA	5
GO:0036230	granulocyte activation	5/291	47/18903	0.000754983808308708	0.0220330521175256	0.0184453704832971	CTSG/FCER1G/CCR2/IL18/ANXA3	5
GO:0046633	alpha-beta T cell proliferation	5/291	47/18903	0.000754983808308708	0.0220330521175256	0.0184453704832971	ZBTB7B/CCR2/CD274/IL18/IRF1	5
GO:0097193	intrinsic apoptotic signaling pathway	13/291	298/18903	0.000759100521709771	0.0220330521175256	0.0184453704832971	OPA1/S100A9/S100A8/DDIAS/ATF4/HSPB1/CASP4/PARK7/ENO1/BAD/LRRK2/GPX1/E2F1	13
GO:0001562	response to protozoan	4/291	28/18903	0.000841634343755958	0.0240248349035792	0.0201128276841898	BATF2/GBP2/GBP4/GBP6	4
GO:0051156	glucose 6-phosphate metabolic process	4/291	28/18903	0.000841634343755958	0.0240248349035792	0.0201128276841898	GPI/PGD/G6PD/TALDO1	4
GO:0002532	production of molecular mediator involved in inflammatory response	7/291	100/18903	0.000900706059309754	0.0246601261580594	0.0206446733173404	H19/GBP5/SLAMF8/VAMP8/NCF1/STAT3/PLD3	7
GO:0006165	nucleoside diphosphate phosphorylation	7/291	100/18903	0.000900706059309754	0.0246601261580594	0.0206446733173404	GPI/GAPDH/NME4/ENO1/ALDOA/STAT3/ARL2	7
GO:0098869	cellular oxidant detoxification	7/291	100/18903	0.000900706059309754	0.0246601261580594	0.0206446733173404	H19/MPO/GSTO1/S100A9/PARK7/GPX4/GPX1	7
GO:0019362	pyridine nucleotide metabolic process	6/291	73/18903	0.000906727279117991	0.0246601261580594	0.0206446733173404	PGD/NNMT/G6PD/IDH1/PARP10/TALDO1	6
GO:0046496	nicotinamide nucleotide metabolic process	6/291	73/18903	0.000906727279117991	0.0246601261580594	0.0206446733173404	PGD/NNMT/G6PD/IDH1/PARP10/TALDO1	6
GO:0150076	neuroinflammatory response	6/291	73/18903	0.000906727279117991	0.0246601261580594	0.0206446733173404	AZU1/MMP8/CST7/IL18/LRRK2/C1QA	6
GO:0071621	granulocyte chemotaxis	8/291	130/18903	0.000920197354013188	0.0246609973031582	0.0206454026123108	S100A9/S100A8/FCER1G/SAA1/PIP5K1C/C3AR1/TNFAIP6/S100A12	8
GO:0071287	cellular response to manganese ion	3/291	13/18903	0.000921038984397049	0.0246609973031582	0.0206454026123108	ATF4/ATP13A2/LRRK2	3
GO:0009141	nucleoside triphosphate metabolic process	12/291	267/18903	0.00092940043705678	0.0246934546891855	0.020672574903603	OPA1/H19/GPI/GAPDH/NME4/ENO1/ALDOA/STAT3/BAD/LRRK2/VPS9D1/ARL2	12
GO:0010506	regulation of autophagy	14/291	344/18903	0.000945655334320165	0.024933538356808	0.0208735653144033	BNIP3L/GAPDH/HSPB1/ATP13A2/PARK7/STAT3/BAD/LRRK2/SREBF2/LRSAM1/WIPI1/ATP6V0D1/RRAGD/ATP6V1E1	14
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	7/291	101/18903	0.000955278852280225	0.0249964633013326	0.0209262440766649	OPA1/DDIAS/HSPB1/PARK7/ENO1/LRRK2/GPX1	7
GO:0051873	killing by host of symbiont cells	4/291	29/18903	0.000964573210059507	0.0250498937409439	0.0209709743413808	ELANE/CTSG/GAPDH/AZU1	4
GO:0006801	superoxide metabolic process	6/291	74/18903	0.000974192163524697	0.025110893528465	0.0210220414234277	H19/MPO/NCF4/NCF1/NCF1C/CRP	6
GO:0002269	leukocyte activation involved in inflammatory response	5/291	50/18903	0.00100443044628235	0.0256196042462898	0.021447917857117	AZU1/MMP8/CST7/LRRK2/C1QA	5
GO:0046939	nucleotide phosphorylation	7/291	102/18903	0.00101242197647359	0.0256196042462898	0.021447917857117	GPI/GAPDH/NME4/ENO1/ALDOA/STAT3/ARL2	7
GO:0051983	regulation of chromosome segregation	8/291	132/18903	0.00101618001787542	0.0256196042462898	0.021447917857117	BUB1B/SMARCD3/CDCA2/RMI2/SPC24/PTTG1/ACTB/UBE2C	8
GO:0031348	negative regulation of defense response	12/291	272/18903	0.00109035034450618	0.0272903629704663	0.0228466239234057	SERPING1/ELANE/SOCS3/CST7/SLAMF8/SAA1/VSIG4/TRAFD1/PGLYRP1/TNFAIP6/GPX1/CEACAM1	12
GO:0009135	purine nucleoside diphosphate metabolic process	7/291	104/18903	0.00113475646994683	0.027992698817309	0.0234345971569646	GPI/GAPDH/ENO1/ALDOA/STAT3/BAD/ARL2	7
GO:0009179	purine ribonucleoside diphosphate metabolic process	7/291	104/18903	0.00113475646994683	0.027992698817309	0.0234345971569646	GPI/GAPDH/ENO1/ALDOA/STAT3/BAD/ARL2	7
GO:0006596	polyamine biosynthetic process	3/291	14/18903	0.00115893339052553	0.027992698817309	0.0234345971569646	NNMT/SMS/OAZ1	3
GO:0043374	CD8-positive, alpha-beta T cell differentiation	3/291	14/18903	0.00115893339052553	0.027992698817309	0.0234345971569646	ZBTB7B/SOCS1/IRF1	3
GO:0070942	neutrophil mediated cytotoxicity	3/291	14/18903	0.00115893339052553	0.027992698817309	0.0234345971569646	ELANE/CTSG/AZU1	3
GO:0045088	regulation of innate immune response	11/291	240/18903	0.00128511329131336	0.0308248701958079	0.0258056009593406	GBP5/SERPING1/SOCS1/SLAMF8/AIM2/FFAR2/VSIG4/NCF1/TRAFD1/IRF1/CEACAM1	11
GO:0033045	regulation of sister chromatid segregation	7/291	107/18903	0.00133967748272674	0.0319120415540564	0.0267157462435598	BUB1B/SMARCD3/RMI2/SPC24/PTTG1/ACTB/UBE2C	7
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	6/291	79/18903	0.00137126283315096	0.0324406974363249	0.0271583201345761	MYB/ZBTB7B/SOCS1/CD274/IL18/IL27	6
GO:1902106	negative regulation of leukocyte differentiation	7/291	108/18903	0.0014140514237297	0.0327614225745881	0.0274268210198377	C1QC/ZBTB7B/SOCS1/PGLYRP1/TNFAIP6/IRF1/CEACAM1	7
GO:0032944	regulation of mononuclear cell proliferation	11/291	243/18903	0.00141917873318279	0.0327614225745881	0.0274268210198377	ZBTB7B/CCR2/CD274/TNFSF13B/SLC7A1/VSIG4/IL18/CRP/IL27/IRF1/PDCD1LG2	11
GO:0061900	glial cell activation	5/291	54/18903	0.00142618730834927	0.0327614225745881	0.0274268210198377	AZU1/MMP8/CST7/LRRK2/C1QA	5
GO:0002285	lymphocyte activation involved in immune response	10/291	207/18903	0.00143123719105767	0.0327614225745881	0.0274268210198377	MYB/ZBTB7B/CLEC4E/FCER1G/CLEC4D/STAT3/IL18/PGLYRP1/IL27/CEACAM1	10
GO:0002679	respiratory burst involved in defense response	3/291	15/18903	0.00143224516756306	0.0327614225745881	0.0274268210198377	MPO/SLAMF8/NCF1	3
GO:0042116	macrophage activation	7/291	109/18903	0.0014916103752478	0.0338948831322757	0.028375718149624	AZU1/MMP8/CST7/DYSF/VSIG4/LRRK2/C1QA	7
GO:0010950	positive regulation of endopeptidase activity	9/291	174/18903	0.00153534784912584	0.0344356589018223	0.028828438424803	CTSD/S100A9/S100A8/TNFSF10/AIM2/PSME2/STAT3/BAD/PSENEN	9
GO:0046631	alpha-beta T cell activation	9/291	174/18903	0.00153534784912584	0.0344356589018223	0.028828438424803	MYB/ZBTB7B/SOCS1/CCR2/CD274/STAT3/IL18/IL27/IRF1	9
GO:1903202	negative regulation of oxidative stress-induced cell death	5/291	55/18903	0.00154935528971911	0.0345256333592891	0.0289037621790044	ATF4/HSPB1/PARK7/LRRK2/GPX1	5
GO:0038094	Fc-gamma receptor signaling pathway	4/291	33/18903	0.00158354698872317	0.0350613544810887	0.0293522508638499	FCGR1A/CLEC4E/FCER1G/CLEC4D	4
GO:0032611	interleukin-1 beta production	7/291	111/18903	0.00165665528150605	0.0360978418325081	0.0302199651095297	GBP5/AZU1/CARD16/HSPB1/AIM2/STAT3/ORM1	7
GO:0032651	regulation of interleukin-1 beta production	7/291	111/18903	0.00165665528150605	0.0360978418325081	0.0302199651095297	GBP5/AZU1/CARD16/HSPB1/AIM2/STAT3/ORM1	7
GO:0140014	mitotic nuclear division	13/291	325/18903	0.00166171304324516	0.0360978418325081	0.0302199651095297	BUB1B/SMARCD3/RACGAP1/KIF4A/CDCA2/SPC24/FBXW5/PTTG1/KIF11/ACTB/ESCO2/KIF23/UBE2C	13
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	5/291	56/18903	0.00168016796642719	0.0362706259752469	0.0303646144985229	MYB/ZBTB7B/SOCS1/IL18/IL27	5
GO:0055076	transition metal ion homeostasis	8/291	143/18903	0.00169683838692955	0.0364029800525134	0.0304754171225595	FTH1/S100A9/S100A8/ERFE/ATP13A2/SLC39A8/MT2A/ATP6V0D1	8
GO:0042098	T cell proliferation	10/291	212/18903	0.00170867795084121	0.0364307014950959	0.0304986246326238	ZBTB7B/CCR2/CD274/TNFSF13B/SLC7A1/VSIG4/IL18/IL27/IRF1/PDCD1LG2	10
GO:0006066	alcohol metabolic process	14/291	367/18903	0.00174049585800711	0.0368814275678317	0.0308759581656154	AKR7A2/G6PD/PARK7/SCARF1/GK/DPM3/PLB1/DHRS9/SREBF2/PLEK/IDH1/NPC2/IMPA2/PNPLA2	14
GO:0006096	glycolytic process	6/291	83/18903	0.00176937162394293	0.0372646926164565	0.0311968154747832	GPI/GAPDH/ENO1/ALDOA/STAT3/ARL2	6
GO:0001659	temperature homeostasis	9/291	178/18903	0.00179516961550191	0.0374943658860513	0.0313890906314519	ZBTB7B/ATF4/CCR2/ALPL/STAT3/GADD45G/IL18/TFE3/GPX1	9
GO:0071496	cellular response to external stimulus	13/291	328/18903	0.00180198747454676	0.0374943658860513	0.0313890906314519	PLIN3/ATF4/CASP5/BAD/LRRK2/IRF1/ASGR1/SREBF2/WIPI1/RRAGD/KCNJ2/FES/TLR7	13
GO:0038066	p38MAPK cascade	5/291	57/18903	0.00181890539982119	0.0376197559939066	0.0314940632417827	NCF1/GADD45G/GADD45B/PHLPP1/MAPKAPK2	5
GO:0006757	ATP generation from ADP	6/291	84/18903	0.00188133001819756	0.0386792493027046	0.0323810373432876	GPI/GAPDH/ENO1/ALDOA/STAT3/ARL2	6
GO:1903707	negative regulation of hemopoiesis	7/291	114/18903	0.00193046472446454	0.039454586735506	0.0330301251828346	C1QC/ZBTB7B/SOCS1/PGLYRP1/TNFAIP6/IRF1/CEACAM1	7
GO:0002446	neutrophil mediated immunity	4/291	35/18903	0.00197802738625655	0.0399538397200591	0.033448083903027	ELANE/CTSG/AZU1/ANXA3	4
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	4/291	35/18903	0.00197802738625655	0.0399538397200591	0.033448083903027	MYB/ZBTB7B/SOCS1/IL18	4
GO:0045017	glycerolipid biosynthetic process	11/291	254/18903	0.0020125527875977	0.0402791967699958	0.0337204624774262	AGPAT1/SOCS3/SOCS1/GK/GPAA1/DPM3/PIP5K1C/PIGA/ABHD4/IMPA2/PNPLA2	11
GO:0035710	CD4-positive, alpha-beta T cell activation	7/291	115/18903	0.0020291199299303	0.0402791967699958	0.0337204624774262	MYB/ZBTB7B/SOCS1/CD274/STAT3/IL18/IL27	7
GO:1990748	cellular detoxification	7/291	115/18903	0.0020291199299303	0.0402791967699958	0.0337204624774262	H19/MPO/GSTO1/S100A9/PARK7/GPX4/GPX1	7
GO:0017014	protein nitrosylation	3/291	17/18903	0.00209230008040642	0.0410613890779759	0.0343752890004571	GAPDH/S100A9/S100A8	3
GO:0018119	peptidyl-cysteine S-nitrosylation	3/291	17/18903	0.00209230008040642	0.0410613890779759	0.0343752890004571	GAPDH/S100A9/S100A8	3
GO:1903146	regulation of autophagy of mitochondrion	4/291	36/18903	0.00219865757488842	0.0429048771958451	0.0359185986215788	BNIP3L/ATP13A2/PARK7/SREBF2	4
GO:0045582	positive regulation of T cell differentiation	7/291	117/18903	0.00223810213228354	0.0429315970323756	0.0359409676189119	MYB/ZBTB7B/SMARCD3/SOCS1/IL18/BAD/ACTB	7
GO:0046632	alpha-beta T cell differentiation	7/291	117/18903	0.00223810213228354	0.0429315970323756	0.0359409676189119	MYB/ZBTB7B/SOCS1/STAT3/IL18/IL27/IRF1	7
GO:0032640	tumor necrosis factor production	9/291	184/18903	0.00224974495160972	0.0429315970323756	0.0359409676189119	AZU1/UBE2J1/MMP8/HSPB1/CCR2/STAT3/LRRK2/ORM1/MAPKAPK2	9
GO:0032680	regulation of tumor necrosis factor production	9/291	184/18903	0.00224974495160972	0.0429315970323756	0.0359409676189119	AZU1/UBE2J1/MMP8/HSPB1/CCR2/STAT3/LRRK2/ORM1/MAPKAPK2	9
GO:1905517	macrophage migration	5/291	60/18903	0.00228548949473659	0.0433740698616494	0.0363113917989672	AZU1/SLAMF8/CCR2/SAA1/C3AR1	5
GO:0002443	leukocyte mediated immunity	16/291	463/18903	0.0023010260570251	0.0434302950872387	0.0363584617696171	FCGR1A/SERPING1/ELANE/CTSG/C1QC/AZU1/C1QB/FCER1G/CCR2/VAMP8/IL18/ANXA3/C1QA/IGHV3-30/CEACAM1/FES	16
GO:0043367	CD4-positive, alpha-beta T cell differentiation	6/291	88/18903	0.00238357999299005	0.0447439418249328	0.0374582050385793	MYB/ZBTB7B/SOCS1/STAT3/IL18/IL27	6
GO:0032496	response to lipopolysaccharide	13/291	339/18903	0.00240277799447327	0.0448605145562739	0.0375557960217245	MPO/ELANE/CTSG/CEBPE/DEFA4/S100A9/CARD16/S100A8/CD274/ALPL/IL18/PDCD1LG2/MAPKAPK2	13
GO:0032609	interferon-gamma production	7/291	119/18903	0.00246331945226125	0.0453655292031602	0.0379785782223756	CCR2/CD274/IL18/PGLYRP1/IL27/PDCD1LG2/TLR7	7
GO:0032649	regulation of interferon-gamma production	7/291	119/18903	0.00246331945226125	0.0453655292031602	0.0379785782223756	CCR2/CD274/IL18/PGLYRP1/IL27/PDCD1LG2/TLR7	7
GO:0006595	polyamine metabolic process	3/291	18/18903	0.00248236393149892	0.0453655292031602	0.0379785782223756	NNMT/SMS/OAZ1	3
GO:0150078	positive regulation of neuroinflammatory response	3/291	18/18903	0.00248236393149892	0.0453655292031602	0.0379785782223756	MMP8/IL18/LRRK2	3
GO:0051235	maintenance of location	13/291	342/18903	0.00259249201639815	0.0471287759191538	0.0394547122938821	GSTO1/PLIN3/FTH1/S100A9/S100A8/PARK7/FFAR2/GPAA1/CRP/SRGN/SREBF2/ARL2/PNPLA2	13
GO:0006767	water-soluble vitamin metabolic process	5/291	62/18903	0.00264136521989662	0.0475170597370986	0.0397797711571054	GSTO1/MTHFD2/NNMT/ALPL/PSAT1	5
GO:1903409	reactive oxygen species biosynthetic process	5/291	62/18903	0.00264136521989662	0.0475170597370986	0.0397797711571054	H19/MPO/MMP8/PARK7/NCF1	5
GO:0046364	monosaccharide biosynthetic process	6/291	90/18903	0.00266959565826651	0.0477760798116712	0.0399966145255419	GPI/PGD/NNMT/ATF4/G6PD/ERFE	6
GO:0098754	detoxification	8/291	154/18903	0.00269620869649236	0.0480036331839413	0.0401871149715926	H19/MPO/GSTO1/S100A9/PARK7/MT2A/GPX4/GPX1	8
GO:0050777	negative regulation of immune response	9/291	190/18903	0.00279155643676689	0.0489363753096238	0.0409679770138471	SERPING1/ZBTB7B/SLAMF8/CCR2/VSIG4/TRAFD1/PGLYRP1/GPX1/CEACAM1	9
GO:0048525	negative regulation of viral process	6/291	91/18903	0.00282189441999904	0.0489363753096238	0.0409679770138471	IFITM3/STAT1/APOBEC3A/SNX3/PARP10/IFITM2	6
GO:2000117	negative regulation of cysteine-type endopeptidase activity	6/291	91/18903	0.00282189441999904	0.0489363753096238	0.0409679770138471	GPI/CST3/CST7/CARD16/PARK7/GPX1	6
GO:0002698	negative regulation of immune effector process	7/291	122/18903	0.00283338411764121	0.0489363753096238	0.0409679770138471	SERPING1/ZBTB7B/SLAMF8/CCR2/VSIG4/PGLYRP1/CEACAM1	7
GO:0032757	positive regulation of interleukin-8 production	5/291	63/18903	0.00283360598202801	0.0489363753096238	0.0409679770138471	ELANE/PARK7/FFAR2/STAT3/TLR7	5
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	5/291	63/18903	0.00283360598202801	0.0489363753096238	0.0409679770138471	OPA1/ATF4/CASP4/PARK7/LRRK2	5
GO:0006098	pentose-phosphate shunt	3/291	19/18903	0.00291449364389571	0.0498349556733454	0.0417202399154847	PGD/G6PD/TALDO1	3
GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	3/291	19/18903	0.00291449364389571	0.0498349556733454	0.0417202399154847	HSPB1/PARK7/GPX1	3
GO:0042401	cellular biogenic amine biosynthetic process	4/291	39/18903	0.00296129362449508	0.0502142818901066	0.0420377997598887	NNMT/SMS/PARK7/OAZ1	4
GO:0097237	cellular response to toxic substance	7/291	123/18903	0.0029657537653682	0.0502142818901066	0.0420377997598887	H19/MPO/GSTO1/S100A9/PARK7/GPX4/GPX1	7
GO:0019318	hexose metabolic process	10/291	229/18903	0.00299390818092425	0.0504437017410358	0.0422298627625104	GPI/GAPDH/PFKFB3/NNMT/ATF4/G6PD/ERFE/ENO1/ALDOA/BAD	10
GO:0050920	regulation of chemotaxis	10/291	230/18903	0.00308857915159644	0.0517861766486122	0.0433537400584334	ELANE/AZU1/HSPB1/SLAMF8/CCR2/DUSP3/PADI2/C3AR1/TNFAIP6/CORO1B	10
GO:0006979	response to oxidative stress	15/291	434/18903	0.00311749931492346	0.0520141266060445	0.0435445725129687	H19/MPO/STAT1/MSRB2/ATF4/HSPB1/G6PD/ATP13A2/PARK7/NCF1/BAD/LRRK2/GPX4/IDH1/GPX1	15
GO:0070663	regulation of leukocyte proliferation	11/291	269/18903	0.00313229251130783	0.0520141266060445	0.0435445725129687	ZBTB7B/CCR2/CD274/TNFSF13B/SLC7A1/VSIG4/IL18/CRP/IL27/IRF1/PDCD1LG2	11
GO:0007599	hemostasis	10/291	231/18903	0.00318562283077284	0.052646608887509	0.0440740665632484	GPI/SERPING1/CTSG/ST3GAL4/HSPB1/FCER1G/SAA1/PLEK/ACTB/CEACAM1	10
GO:0010952	positive regulation of peptidase activity	9/291	194/18903	0.00320673167335841	0.0527187994197138	0.0441345021808289	CTSD/S100A9/S100A8/TNFSF10/AIM2/PSME2/STAT3/BAD/PSENEN	9
GO:0009309	amine biosynthetic process	4/291	40/18903	0.00325104350793256	0.0527187994197138	0.0441345021808289	NNMT/SMS/PARK7/OAZ1	4
GO:0030866	cortical actin cytoskeleton organization	4/291	40/18903	0.00325104350793256	0.0527187994197138	0.0441345021808289	FHOD1/RACGAP1/EPB41L3/PLEK	4
GO:0048246	macrophage chemotaxis	4/291	40/18903	0.00325104350793256	0.0527187994197138	0.0441345021808289	AZU1/SLAMF8/SAA1/C3AR1	4
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3/291	20/18903	0.00339009639039409	0.0544622927089357	0.0455940993116894	OPA1/PARK7/LRRK2	3
GO:1903978	regulation of microglial cell activation	3/291	20/18903	0.00339009639039409	0.0544622927089357	0.0455940993116894	MMP8/CST7/LRRK2	3
GO:0016241	regulation of macroautophagy	8/291	160/18903	0.00340792428351445	0.0544952336817543	0.045621676446463	BNIP3L/GAPDH/ATP13A2/LRRK2/LRSAM1/WIPI1/ATP6V0D1/ATP6V1E1	8
GO:0006879	cellular iron ion homeostasis	5/291	66/18903	0.00347097660875039	0.055247710629603	0.0462516262150731	FTH1/ERFE/ATP13A2/SLC39A8/ATP6V0D1	5
GO:1900407	regulation of cellular response to oxidative stress	6/291	95/18903	0.00349687902956106	0.0554046796702014	0.0463830357035453	H19/ATF4/HSPB1/PARK7/LRRK2/GPX1	6
GO:0002253	activation of immune response	14/291	397/18903	0.00354612041126179	0.0556316031275819	0.0465730088048845	GBP1/SERPING1/C1QC/C1QB/FCER1G/AIM2/FFAR2/DUSP3/VSIG4/C3AR1/C1QA/IGHV3-30/FYB1/CEACAM1	14
GO:0042119	neutrophil activation	4/291	41/18903	0.00355952064018402	0.0556316031275819	0.0465730088048845	CTSG/FCER1G/IL18/ANXA3	4
GO:0150077	regulation of neuroinflammatory response	4/291	41/18903	0.00355952064018402	0.0556316031275819	0.0465730088048845	MMP8/CST7/IL18/LRRK2	4
GO:0002819	regulation of adaptive immune response	9/291	198/18903	0.00366910725286658	0.0564064213913436	0.0472216620126233	FCGR1A/ZBTB7B/CCR2/CD274/TNFSF13B/IL18/IL27/IRF1/CEACAM1	9
GO:0046488	phosphatidylinositol metabolic process	8/291	162/18903	0.00367498496914572	0.0564064213913436	0.0472216620126233	SOCS3/SOCS1/GPAA1/DPM3/PIP5K1C/PIGA/PLEK/IMPA2	8
GO:0002275	myeloid cell activation involved in immune response	6/291	96/18903	0.00368290527150233	0.0564064213913436	0.0472216620126233	DYSF/FCER1G/CCR2/VAMP8/ANXA3/FES	6
GO:0042060	wound healing	15/291	442/18903	0.00369353916663796	0.0564064213913436	0.0472216620126233	SERPING1/CTSG/ST3GAL4/S100A8/HSPB1/DYSF/FCER1G/SAA1/LRG1/PLEK/GPX1/ACTB/CORO1B/MYOF/CEACAM1	15
GO:0051225	spindle assembly	7/291	128/18903	0.00370000794960555	0.0564064213913436	0.0472216620126233	RACGAP1/KIF4A/HAUS4/KIF11/KIF23/LZTS2/CENPJ	7
GO:0046486	glycerolipid metabolic process	14/291	399/18903	0.00370708096578894	0.0564064213913436	0.0472216620126233	AGPAT1/SOCS3/SOCS1/GK/GPAA1/DPM3/PLB1/PIP5K1C/PIGA/ABHD4/PLEK/GPX1/IMPA2/PNPLA2	14
GO:0008154	actin polymerization or depolymerization	9/291	200/18903	0.00391910813352719	0.0593710504087847	0.0497035551375771	MSRB2/CFL1/MSRB1/PSTPIP2/PLEK/CAPZB/BRK1/ARPC4/CAPG	9
GO:0042093	T-helper cell differentiation	5/291	68/18903	0.00394929147749687	0.0595670426343851	0.0498676335954213	MYB/ZBTB7B/STAT3/IL18/IL27	5
GO:0002237	response to molecule of bacterial origin	13/291	360/18903	0.00400546461695165	0.0600741128375058	0.050292136642376	MPO/ELANE/CTSG/CEBPE/DEFA4/S100A9/CARD16/S100A8/CD274/ALPL/IL18/PDCD1LG2/MAPKAPK2	13
GO:0045621	positive regulation of lymphocyte differentiation	7/291	130/18903	0.00402952318842796	0.0600741128375058	0.050292136642376	MYB/ZBTB7B/SMARCD3/SOCS1/IL18/BAD/ACTB	7
GO:0050670	regulation of lymphocyte proliferation	10/291	239/18903	0.00405248068649069	0.0600741128375058	0.050292136642376	ZBTB7B/CCR2/CD274/TNFSF13B/SLC7A1/VSIG4/IL18/IL27/IRF1/PDCD1LG2	10
GO:0051403	stress-activated MAPK cascade	10/291	239/18903	0.00405248068649069	0.0600741128375058	0.050292136642376	MMP8/FOXM1/DUSP3/NCF1/GADD45G/GADD45B/LRRK2/PHLPP1/MAPKAPK2/TLR7	10
GO:0010965	regulation of mitotic sister chromatid separation	6/291	98/18903	0.00407686815980244	0.0601773616408445	0.050378573256758	BUB1B/SMARCD3/SPC24/PTTG1/ACTB/UBE2C	6
GO:0022408	negative regulation of cell-cell adhesion	9/291	202/18903	0.00418225743870155	0.061459357436476	0.0514518193636667	CTSG/ZBTB7B/SOCS1/CD274/DUSP3/VSIG4/IRF1/PDCD1LG2/CEACAM1	9
GO:0006739	NADP metabolic process	4/291	43/18903	0.00423489492469058	0.061459357436476	0.0514518193636667	PGD/G6PD/IDH1/TALDO1	4
GO:0042554	superoxide anion generation	4/291	43/18903	0.00423489492469058	0.061459357436476	0.0514518193636667	NCF4/NCF1/NCF1C/CRP	4
GO:0045622	regulation of T-helper cell differentiation	4/291	43/18903	0.00423489492469058	0.061459357436476	0.0514518193636667	MYB/ZBTB7B/IL18/IL27	4
GO:0098813	nuclear chromosome segregation	12/291	321/18903	0.00426905552311897	0.0616958902797194	0.0516498371372289	BUB1B/SMARCD3/RACGAP1/KIF4A/RMI2/SPC24/PTTG1/KIF11/ACTB/ESCO2/KIF23/UBE2C	12
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	5/291	70/18903	0.0044729865769042	0.0628582605361633	0.0526229365473564	MYB/ZBTB7B/STAT3/IL18/IL27	5
GO:0006081	cellular aldehyde metabolic process	5/291	70/18903	0.0044729865769042	0.0628582605361633	0.0526229365473564	AKR7A2/PARK7/ALPL/IDH1/TALDO1	5
GO:0006740	NADPH regeneration	3/291	22/18903	0.00447687669134226	0.0628582605361633	0.0526229365473564	PGD/G6PD/TALDO1	3
GO:0010042	response to manganese ion	3/291	22/18903	0.00447687669134226	0.0628582605361633	0.0526229365473564	ATF4/ATP13A2/LRRK2	3
GO:0046597	negative regulation of viral entry into host cell	3/291	22/18903	0.00447687669134226	0.0628582605361633	0.0526229365473564	IFITM3/SNX3/IFITM2	3
GO:0050765	negative regulation of phagocytosis	3/291	22/18903	0.00447687669134226	0.0628582605361633	0.0526229365473564	PRTN3/DYSF/SNX3	3
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	3/291	22/18903	0.00447687669134226	0.0628582605361633	0.0526229365473564	H19/MMP8/PARK7	3
GO:0030168	platelet activation	7/291	133/18903	0.00456491871350029	0.0635934879004589	0.0532384455132297	CTSG/HSPB1/FCER1G/SAA1/PLEK/ACTB/CEACAM1	7
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	9/291	205/18903	0.00460264737080431	0.0635934879004589	0.0532384455132297	GPI/CTSD/S100A9/CARD16/S100A8/TNFSF10/PARK7/BAD/GPX1	9
GO:0021762	substantia nigra development	4/291	44/18903	0.00460288708023009	0.0635934879004589	0.0532384455132297	G6PD/CASP5/PADI2/ACTB	4
